# session_id,valid|invalid,reason
M1_02109,valid,normal LOGIN->VIEW->LOGOUT session
M1_02110,valid,normal LOGIN->VIEW->LOGOUT session
M1_02111,invalid,action after LOGOUT
M1_02112,valid,normal LOGIN->VIEW->LOGOUT session
M1_02113,valid,normal LOGIN->VIEW->LOGOUT session
M1_02114,valid,normal LOGIN->VIEW->LOGOUT session
M1_02115,valid,normal LOGIN->VIEW->LOGOUT session
M1_02116,valid,normal LOGIN->VIEW->LOGOUT session
M1_02117,valid,normal LOGIN->VIEW->LOGOUT session
M1_02118,invalid,missing LOGOUT
M1_02119,invalid,missing LOGOUT
M1_02120,valid,normal LOGIN->VIEW->LOGOUT session
M1_02121,valid,normal LOGIN->VIEW->LOGOUT session
M1_02122,valid,normal LOGIN->VIEW->LOGOUT session
